isoform	associated_gene	chrom	start	end
8081daaa-8902-48cd-b86c-71a4ee5d908a	PSMA3-AS1	chr14	58266984	58298115
81ce947a-03b1-41b0-a20a-0c6cb6d412d1	PSMA3-AS1	chr14	58266984	58298115
91043e5f-9996-4f36-a05b-95b66245167b	PSMA3-AS1	chr14	58266984	58298115
ENST00000555275.5	PSMA3-AS1	chr14	58266984	58298115
a4d56333-7047-4b3f-aab4-52f8db96fbfc	PSMA3-AS1	chr14	58266984	58298115
b5f50d34-c982-45e9-804e-a1e690209107	PSMA3-AS1	chr14	58266984	58298115
ba1259d0-2cba-42d4-b181-c00d449969ee	PSMA3-AS1	chr14	58266984	58298115
be844c88-87ad-4071-928f-ba9f0df35da0	PSMA3-AS1	chr14	58266984	58298115
c3308992-3dff-4766-87c8-e321379d54b0	PSMA3-AS1	chr14	58266984	58298115
c48b1d0a-a2f3-4783-b80f-fc00a26bf485	PSMA3-AS1	chr14	58266984	58298115
d9a00117-754c-4a30-a8eb-3d082ac486cc	PSMA3-AS1	chr14	58266984	58298115
da357d7a-9955-45c1-99ac-36a8b252340d	PSMA3-AS1	chr14	58266984	58298115
dca7aaf7-f792-4267-a75b-3524c5b0534a	PSMA3-AS1	chr14	58266984	58298115
e02a5e62-d537-41d9-81ef-b683394a510d	PSMA3-AS1	chr14	58266984	58298115
eb8a02db-8836-4feb-96c9-495a4a3c5fe4	PSMA3-AS1	chr14	58266984	58298115
f9dbfa78-96ad-430e-9420-0b6148402e0a	PSMA3-AS1	chr14	58266984	58298115
f9f458e0-ab11-489b-85c3-ec609de2c49c	PSMA3-AS1	chr14	58266984	58298115
ENST00000553657.5	PSMA3-AS1	chr14	58271320	58298115
cead8d25-86a2-44ef-80b2-34039fd2d0a3	PSMA3-AS1	chr14	58271320	58298115
07c0c9c8-8ff4-40ce-a770-e6ab507f42eb	PSMA3-AS1	chr14	58273350	58298115
284465a8-afdc-457f-a5ea-d325b595ee82	PSMA3-AS1	chr14	58273935	58298115
2a67131c-d182-4625-b288-dff836d1a11c	PSMA3-AS1	chr14	58273935	58298115
4e9010de-3935-4f6d-931d-d2f32012a894	PSMA3-AS1	chr14	58273935	58298115
527f59d5-ae5a-43d2-a475-d6320f83d57b	PSMA3-AS1	chr14	58273935	58298115
6e0a7b0b-ffc6-4b84-aead-a4280e32a86e	PSMA3-AS1	chr14	58273935	58298115
7baeb627-669f-40c5-b91f-95264c210bce	PSMA3-AS1	chr14	58273935	58298115
87281742-993b-4530-a15b-6ff41599007e	PSMA3-AS1	chr14	58273935	58298115
0f76c833-f32c-4a23-a200-4fd94e95e202	PSMA3-AS1	chr14	58274038	58298115
cc577b4c-1edc-48f5-8a58-3e20fbe14e3d	PSMA3-AS1	chr14	58274038	58298115
09c2e911-6c0d-496c-94bc-a24a2db20337	PSMA3-AS1	chr14	58285585	58298115
13c1fd4a-86d7-4891-a7e1-29eeb0652469	PSMA3-AS1	chr14	58285585	58298115
b552bad4-2fcc-4e90-b68a-641ceead384d	PSMA3-AS1	chr14	58285731	58298115
f2e3fe01-2dfb-48c2-857d-ed2595b99dcf	PSMA3-AS1	chr14	58285731	58298115
459f135a-8af9-46d3-b1d5-a7917d951114	PSMA3-AS1	chr14	58286273	58298115
2c9a1dd6-9ce9-411b-a1c8-06853ba89b46	PSMA3-AS1	chr14	58286730	58298115
d4318e3c-6200-4205-9cbc-f5048800f5e6-1	PSMA3-AS1	chr14	58288499	58298115
09df7d4a-eb2e-4f18-ba06-8609fc8279e3	PSMA3-AS1	chr14	58291634	58298115
72d6ba39-fb49-46ff-946a-1ed515529e5f	PSMA3-AS1	chr14	58293242	58298115
3eb53cce-e122-4b55-bb80-caa348c7bc1f	PSMA3-AS1	chr14	58294893	58298115
d27ad06c-f5df-46de-bd79-6d930dd4346b	DACT1_LINC01500	chr14	58637961	58912768
0e11fbaa-3a44-4861-bd6b-ba3fc2196802	RP11-112J1.1	chr14	58794630	58795083
aec5af3d-a191-4d6b-b81d-3368a07a3188	CTD-2184C24.2	chr14	60247290	60249019
94ac6386-ccb5-444d-bf95-d8214dd30e89	SLC38A6_MNAT1	chr14	60734741	61083729
05357033-1e31-4919-8b41-7a6d661b8151	RP11-902B17.1	chr14	61294692	61322818
43626737-d63c-4209-8339-2360861c1a36-1	RP11-902B17.1	chr14	61294699	61322818
76dc5dd6-7733-45e2-ac95-4eb71e497fe1	RP11-902B17.1	chr14	61294699	61322818
ENST00000661303.1-1	RP11-902B17.1	chr14	61294702	61322818
ceb64cba-7d1d-45f7-9b3c-c61a55a93f49-1	RP11-902B17.1	chr14	61296126	61322818
a4242001-2da0-4604-b220-39486f1c9e61	RP11-902B17.1	chr14	61300375	61322818
6819fce5-21c6-450d-a54b-67c783384920	RP11-902B17.1	chr14	61309826	61322818
6819fce5-21c6-450d-a54b-67c783384920-1	RP11-902B17.1	chr14	61309826	61322561
4aafc6ad-a068-46f5-923a-c68ce46947da	PRKCH_RP11-47I22.4	chr14	61344323	61550976
ef6d1f89-5728-4193-a4f5-a22ce0c646e6	PRKCH_RP11-47I22.4	chr14	61344323	61550976
46191883-4b76-4a0f-b472-6dfa99e0c2cf	HSPE1P2	chr14	63601478	63602487
6d39b44e-0cd8-4057-b593-57c2a38b3ab7	CTD-2302E22.6	chr14	63642060	63651499
9330172f-6bd5-43f1-8da0-97680ec00d48	CTD-2302E22.6	chr14	63642060	63690611
bd66c831-4b8f-469f-8712-70c1c2fbc918	CTD-2302E22.6	chr14	63642060	63652208
bc6db2a6-bf86-4c7d-861f-c16adcf91954	CTD-2302E22.6	chr14	63642142	63645074
a990b00a-652c-4f63-90fa-9a92acf49745	ZBTB25_CTD-2555O16.2	chr14	64421598	64503838
5d713aa9-eb6b-4d41-aa77-f203d4564cd6	ZBTB25_CTD-2555O16.2	chr14	64421790	64503838
8d4cda0a-e3a1-494c-a458-94e0ce0ee332	ZBTB25_CTD-2555O16.2	chr14	64447453	64503838
1d8ac88b-d43b-47e8-8446-db4bf19c2037	CTD-2509G16.5	chr14	65152876	65318790
86a617cc-c142-454d-a508-f1d8d2cbca58	CTD-2509G16.5	chr14	65242359	65318790
62760d6a-100b-4c4c-85b4-34cb9ee38abc	CTD-2509G16.5	chr14	65247569	65318790
5fb4d580-14bd-4b18-98a3-a5d8558fdf5b	RP11-72M17.1	chr14	66393309	66507849
6965a53e-fd10-412f-a57e-5240b9b8a457	RP11-72M17.1	chr14	66410729	66507849
5c587524-43cf-4a6e-9bf5-d85b0c892063	RP11-72M17.1	chr14	66494643	66507849
79672cc6-2355-4106-940c-c651354a215e	RP11-72M17.1	chr14	66494643	66507849
083e4358-c581-4faa-b952-c171502d6ccf	RP11-72M17.1	chr14	66496325	66507849
33410ef5-ff51-43dc-bb66-02b8bbb9a83d	RP11-1012A1.11_VTI1B	chr14	67635304	67674632
f820e420-090d-4b54-a2d5-35c0029b418f	RP11-1012A1.11_RP11-1012A1.4	chr14	67635473	67674632
9f7ce1ee-8e35-4b9c-81e8-b8b825fb5b9d	VTI1B_RDH11	chr14	67651151	67695764
6a183ad1-a944-4052-b904-5e68986c3af8	novelGene_RAD51B_AS	chr14	68395875	68404323
4758fa89-ecd3-4af0-8b2a-290f8b2855fd	CTD-2325P2.3	chr14	68635964	68685465
c83083c4-d2bb-4a26-851b-175898c2c596	CTD-2325P2.3	chr14	68651171	68685465
1680188c-4b59-4fe3-ad7c-4a8d20b82ad0	novelGene_1795	chr14	68802187	68816755
8fa9cfa7-9f14-40fc-87b5-4ff5f382dab3	novelGene_1796	chr14	68802187	68816755
581eb35a-b1e7-4203-a48d-e463d4a99f1d	novelGene_1797	chr14	68806390	68816755
2fbef567-58e5-4286-9554-a1f07c009a52	novelGene_1802	chr14	69811847	69815942
a76791f8-96be-441c-bf6f-83fe2c3ee020	RPL7AP6	chr14	69885816	69886158
62fce348-4fb5-4355-b43b-7bfe6c8c775e	RP6-65G23.3	chr14	70808787	70815391
849d1c00-aa64-4163-9ca5-b06accbea0e4	RP6-65G23.3	chr14	70809670	70815391
81a7ba6b-73b2-4ee7-b04c-85f5dca43db5	RP1-292L20.3	chr14	70906656	70908856
120d3231-a842-45b2-8516-35d02b76fc3c	RP11-109N23.6_DCAF4	chr14	72926486	72962096
fc6bdebe-aecf-443e-8661-5b2705574f0a	RP11-109N23.6_DCAF4	chr14	72926486	72962096
b29ab303-ee5b-4122-a2f8-b356a3d4d68e	RP4-647C14.2	chr14	73238741	73245979
64c44faf-6931-45ad-a318-487aa266d4df	RP4-647C14.2	chr14	73239460	73245979
c4b1b0fd-5d40-4e85-b64a-6acc38e75348	RP4-647C14.2	chr14	73239460	73245979
868b9b1c-2e83-49db-9694-95d07818934e	RP4-647C14.2	chr14	73244100	73245979
06c5e506-04e1-430e-879b-30db21640218	RP4-647C14.3_NUMB	chr14	73272181	73458580
d3cf7fd7-6d36-4fb3-b6ef-a10676b9e934	RP4-647C14.3_NUMB	chr14	73272181	73458580
8aeee173-96d4-4c49-b824-705700280f8c	RP1-240K6.5	chr14	73275209	73458580
bc6306f2-ddcb-41dd-8634-ad2890a83825	RP1-240K6.5	chr14	73275215	73458580
63ee745d-5f97-4c50-b3d6-2cff5c41aa55	RP1-240K6.5	chr14	73321845	73458580
fd01c08e-05e6-489d-a121-75235bd1c80e	RP1-240K6.5	chr14	73369721	73458580
ENST00000561382.1	RP1-240K6.3	chr14	73462361	73464459
2066ccba-71ae-4cce-a6a6-c94ac5ff7c6e	ACOT2_RIOX1	chr14	73490932	73575655
d35c45ef-a0a4-46ef-87b1-6a49776ccbe7	RP3-414A15.2_RIOX1	chr14	73490932	73524142
a8a28122-7320-4fcd-bfad-38b6001a6e08	novelGene_ACOT2_AS	chr14	73567961	73569808
11a8d63e-8524-4d5f-9c00-fe0a9e0ccdbf	AC005519.4	chr14	74294053	74302969
2959c513-5845-4b20-817d-7fc9fa9eb161	AC005519.4	chr14	74294053	74302969
490908fd-1709-46a0-8c7f-1632261e03f2	NPC2_RP3-449M8.6	chr14	74427118	74493281
1d1c9b07-b0f3-477e-9f55-2c4982618d29	CTD-3075F15.1	chr14	75176250	75178689
8dd7842a-1e4d-465c-b8bd-d2ab981b314a	BATF_FLVCR2	chr14	75522454	75640277
73f23471-ee05-45c1-9a32-8a8d4cc846e8	GPATCH2L_RP11-361H10.3	chr14	76151915	76263474
83424746-4c85-4004-b4b5-0b530380d661	RP11-99E15.2	chr14	76742064	76761686
ee7fca14-4270-48b4-9418-cfbba776db81	RPL22P2	chr14	76886376	76905014
544fbd67-bbfc-4417-a889-c3b1bd5b115f	RP11-7F17.8	chr14	77027381	77031572
f07cd154-9313-4271-a5c1-80ca6a5665d1	RP11-7F17.8	chr14	77027467	77029031
ENST00000554658.5	TMEM63C_CIPC	chr14	77098311	77117287
2410b553-6ef4-4562-b95b-3bb818f89a50	GPR65_LINC01146	chr14	88005134	88097631
2b78333c-9931-41a9-a8bc-a9cb3cb57c91	GPR65_LINC01146	chr14	88005134	88091683
306a4288-bf0f-411a-aa08-41ba189212fe	GPR65_LINC01146	chr14	88005134	88097787
3f0fc809-bf32-47ce-9137-a3c008f8927f	GPR65_LINC01146	chr14	88005134	88084526
73a076bb-8042-4322-9df0-db00c584f269	GPR65_LINC01146	chr14	88005134	88087148
bccf0134-9815-4fcf-a413-1e6d7c746785	GPR65_LINC01146	chr14	88005134	88091683
f5680fbf-052a-43f9-b89b-e7e502c820f8	GPR65_LINC01146	chr14	88005134	88091683
fc013634-c1dc-46af-9665-0a2903d42064	GPR65_LINC01146	chr14	88005134	88084892
b8fbb663-e358-4d37-bc36-b3518efbe739	RP11-33N16.3	chr14	89484422	89619137
65c4dc5c-f539-4f95-bd02-775bb7c38c45	CTD-2547L24.3	chr14	91241969	91251745
125001ec-1274-44ed-ae76-8be381daf04a	CTD-2547L24.3	chr14	91242145	91251745
03008871-bc13-4a8d-a3d5-38e4650861ff	TC2N_CATSPERB	chr14	91580697	91867536
9d0ad6c7-bdf5-4ed7-af33-8430cdd91fcd	novelGene_ATXN3_AS	chr14	92040173	92063364
aa7d1b74-3c03-4dc4-b855-032a5027cfa5	novelGene_1858	chr14	92509403	92513574
0f2b42bc-0c01-4bd6-8509-01acc5a898ad	novelGene_1861	chr14	92750387	92751736
adbe34a7-ef98-4e31-8b22-e0b2cd260ed2	MOAP1_GON7	chr14	93182198	93207065
96da291b-3083-475d-9a3f-a81ad96172d6	UBR7_TMEM251	chr14	93184503	93219238
62e6f77f-b5b6-4136-8056-8b2236f0c893	IFI27_IFI27L1	chr14	94081300	94116693
111b0407-6d31-4f09-a3d9-365a813a89bb	DICER1-AS1	chr14	95157644	95179933
63b3329b-aca9-4774-a74d-6605fca17b99	DICER1-AS1	chr14	95157644	95179933
1749769d-c531-4cfe-8c54-d75ec4b14e1d	DICER1-AS1	chr14	95157654	95179933
2a70cfc0-23d6-42a8-a686-b33f8769006a-1	DICER1-AS1	chr14	95157677	95179933
4ac7843e-a95f-499a-8093-5486f9a56927	DICER1-AS1	chr14	95157677	95179933
59ea6e30-0cec-47bc-a432-e69d16470692	DICER1-AS1	chr14	95157677	95179933
715d37fb-4019-441f-b3d1-2bfc52b43fdd	DICER1-AS1	chr14	95157677	95179933
d67d63ed-5426-4503-8fd5-9097ac6ad717	DICER1-AS1	chr14	95157677	95179933
5d4acc6a-bf89-4fa2-b8dd-f95e53a6f0fb	novelGene_CTD-2240H23.2_AS	chr14	95185625	95190911
e17a473b-3b08-44e1-8a5b-78e67faa6ba6	novelGene_CTD-2240H23.2_AS	chr14	95185625	95190911
0d5c0bc8-7860-4825-a585-c902bd38493c	RP11-433J8.1	chr14	96592761	96595363
ENST00000657003.1	RP11-433J8.1	chr14	96592767	96595763
17bc98ae-c0ba-435f-a686-fd2c1329e308	LINC02325	chr14	97458815	97468829
44024d7a-6b06-4b7d-9bd7-c71d7f91a3be	LINC02325	chr14	97458815	97468829
ENST00000499910.2	LINC02325	chr14	97458815	97464159
1a30c30b-d38c-4a5e-b802-4f460a346e5e	LINC02325	chr14	97458830	97513783
249c28a4-e24d-46dc-8f37-141feda5b0d8	LINC02325	chr14	97458830	97468829
2721ca09-7866-4e0f-9b9d-0c62a5a47adb	LINC02325	chr14	97458830	97513126
2fd7fbbc-6299-43e4-91c7-7fd8c34451c0	LINC02325	chr14	97458830	97557879
2fe7163d-f2bb-4ba5-8e65-428f40efb2fa	LINC02325	chr14	97458830	97581744
36d1c557-a4d6-4c18-94b4-c38c035abdc4	LINC02325	chr14	97458830	97513126
3db3c888-d95c-4d36-a330-35828d9265f8	LINC02325	chr14	97458830	97513126
523f46b2-3b7b-40b6-9537-3eeccbac3051	LINC02325	chr14	97458830	97465152
586c8044-c535-4ade-ab17-ddc00852e298	LINC02325	chr14	97458830	97471945
5dde2336-d090-432d-b705-c76557237c50	LINC02325	chr14	97458830	97464159
7bec6705-7e94-481d-ab23-218279119cd6	LINC02325	chr14	97458830	97470814
82b812d1-de03-4a5f-9b46-35c279caa459	LINC02325	chr14	97458830	97468829
8a401dba-1895-468e-becd-f27ffb8f81bc	LINC02325	chr14	97458830	97510857
8ee9c9bf-8f95-4868-98dd-0750a67b9c8d	LINC02325	chr14	97458830	97468829
9cb2f2e9-4c42-4fd0-9bb6-ee68a920bf1d	LINC02325	chr14	97458830	97470814
bcf8cd18-528d-4f8f-a9a8-e3435871f1c0	LINC02325	chr14	97458830	97559218
e636b775-cfe4-442b-be5b-4ae4ecb02a91	LINC02325	chr14	97458830	97513126
ffe77599-1813-4649-ba87-0f6ea3323100	LINC02325	chr14	97458830	97513126
114369b4-ab47-40e5-a2cf-d50db4d4447f	novelGene_RP11-204N11.2_AS	chr14	97706133	97801066
21c5fb3d-35f6-4c39-9e39-9907652d7e21	novelGene_RP11-204N11.2_AS	chr14	97706133	97801066
3d631403-8b42-4c4e-b709-875380ea7836	novelGene_RP11-204N11.2_AS	chr14	97706133	97801066
67a4f3af-b827-4ae9-afa0-dbc3e4e9b363	novelGene_RP11-204N11.2_AS	chr14	97706133	97798174
fc39cb34-295e-4ab0-83a0-98d63dbb21b3	novelGene_1869	chr14	97706133	97736040
14b4353a-820b-40f9-99f8-a31ac0f5425d	novelGene_RP11-204N11.2_AS	chr14	97706134	97850105
1f4a9b31-2f5f-4d4a-b15d-f66902dedd5b	novelGene_RP11-204N11.2_AS	chr14	97706134	97800952
0588d1c6-ea0e-4e27-a5ab-2f9d4a5262d1	novelGene_RP11-204N11.2_AS	chr14	97706178	97849593
1c42d99a-4703-4fda-84b7-74839c440af4	novelGene_RP11-204N11.2_AS	chr14	97706178	97798174
e1787e32-0e38-4f1e-94b8-78fca3279c11	LINC01550	chr14	97926236	97978065
0723a41c-7a7a-48f5-b030-55ef3cd970d6	LINC01550	chr14	97926478	97978065
5c79de43-c988-4151-835a-6ec271b48341	LINC01550	chr14	97926478	97978065
acb5a582-a81c-43dc-bc81-63ffcdd19f15	LINC01550	chr14	97926478	97978065
24be84f6-a891-4bd3-8648-d04c31f9e841	LINC01550	chr14	97926484	97978065
743519b8-7c1a-487b-ad3f-4388ffab6dd0	LINC01550	chr14	97926484	97978065
828ec247-8153-4c7a-aee3-d7a40c763d47	LINC01550	chr14	97926484	97978065
ENST00000499006.7	LINC01550	chr14	97926484	97978065
9c199eb5-731c-4dcd-9ce2-c384b6545973	LINC01550	chr14	97940336	97978065
1bab4935-5384-4220-9717-d5212995bbf8-1	LINC01550	chr14	97958035	97978065
21fe2060-bd09-40ba-9a85-bd907948c920	LINC01550	chr14	97958035	97978065
90653a72-5b9e-413e-a593-a9752d6abedc	LINC01550	chr14	97958035	97978065
ENST00000502187.5-1	LINC01550	chr14	97958035	97978065
a16c850a-0d5e-4f14-8a71-f7b2f90258f3	LINC01550	chr14	97958035	97978065
10a66860-3504-4fc7-9597-1bf73fe51819	LINC01550	chr14	97959653	97978065
8c6008d1-050c-4fba-be66-5a107b587e34	LINC01550	chr14	97959653	97978065
c3d44c12-efcc-46b3-87ae-d9da99c83cc0	LINC01550	chr14	97959653	97978065
e8548663-b11d-418f-a803-dc4b23c0291c	LINC01550	chr14	97959653	97978065
4d5f9884-e9bd-4bd9-864b-8effdde56ad1	LINC01550	chr14	97961369	97978065
0ccb1bcd-cc93-4927-a583-57af99bce856	LINC01550	chr14	97962166	97978065
cfc9e4cc-b059-49a8-9712-2b993a766a41	LINC01550	chr14	97962166	97978065
09fbb5cd-c329-495f-8c71-43bede80f3df	LINC01550	chr14	97968118	97978065
46fdfb21-0ab5-4865-905f-bd01f16174cf	LINC01550	chr14	97968294	97978065
02bd15e8-9d66-4fdd-831d-0e580dcac161	LINC01550	chr14	97968463	97978065
019c3bda-796b-4e82-b12a-6b405c957f7c	LINC01550	chr14	97972935	97978065
5a90f27b-a801-4d53-9319-4cabb1ac2fd5	LINC01550	chr14	97975828	97978065
7dd1ea5d-52a1-4c26-a794-c191e6615da8	LINC01550	chr14	97975828	97978065
0171c2e4-c16d-4c64-af3d-2217da5ce9dc	RP11-61O1.1	chr14	98078162	98166151
ac6fcaed-5204-4350-a37d-e55a8a97bf3c	RP11-61O1.1	chr14	98192740	98205143
0b137feb-4968-4fae-a0f7-9dcf67cc2f4c	RPL3P4	chr14	98972878	99036784
8fb7f751-1e95-4bb1-94ca-f1bacb188ce4	RPL3P4	chr14	98972878	99036784
909d5613-2eb0-4a48-ba58-bd5dabc28bb3	RPL3P4	chr14	98972878	99036784
aae68830-83bf-45db-a481-3585bb7ee7a5	BCL11B_RPL3P4	chr14	98972878	99272197
cf5a74d0-5a0b-4b68-a63e-e7ef7f562a4d	RPL3P4	chr14	98972878	99036784
f0f8f760-953f-41be-860f-8caf6474b2a1	RPL3P4	chr14	98972878	99076140
824566cf-5c09-4a4a-a1f3-4cfd6f4f0d12	novelGene_CTD-3104H21.1_AS	chr14	98998591	99036784
3258c998-af3c-4431-8450-055ca364f643	novelGene_CTD-3104H21.1_AS	chr14	98999850	99076140
950f213c-c21c-45e7-b935-c7f083780320	novelGene_1885	chr14	99237222	99241448
fa9abdc2-5bbb-45c3-9cf5-200a4ef488e4	novelGene_1904	chr14	99279782	99287360
e39f9dd8-008d-47ce-b08e-5688712f662f-1	novelGene_1910	chr14	99285020	99287360
7dd23dcc-48d8-4aa3-bf07-f27841379095	novelGene_1915	chr14	100213454	100214521
ENST00000554224.5	AL157871.2_SLC25A29	chr14	100291115	100306441
ENST00000556868.1	AL157871.2_SLC25A29	chr14	100291115	100306441
a943f6cf-7fa6-4c47-8346-9b7772211750	novelGene_1923	chr14	100683775	100689109
2f46b0ef-4f99-480b-94e1-d357534d5fca	MEG3	chr14	100826117	100861026
ENST00000429159.6	MEG3	chr14	100826117	100861026
ENST00000451743.6	MEG3	chr14	100826117	100861026
79827cdd-0319-4d39-a3a6-acf17ccceeae	LINC02320_RP11-1029J19.4	chr14	101628351	101731302
88d03a2b-5470-41a6-bb65-037359d8cd5a	LINC02320_RP11-1029J19.4	chr14	101628351	101731302
1ab6549c-8e9b-418f-9e8f-3d74636e8549	LINC00239	chr14	101731416	101732522
420c711b-8474-4eda-8fa6-dc2e8664e628	LINC00239	chr14	101731416	101732522
f43d9910-9214-471f-86e9-600ecf70143b	LINC00239	chr14	101731416	101732522
560a15ef-d00f-43f5-8f4d-9bc8e29cf52f	novelGene_DYNC1H1_AS	chr14	101962504	101965292
12689ee9-55ed-40bc-9b0f-5b512cf1f2bb	CKB_RP11-600F24.7	chr14	103519666	103529072
a431cfe6-1df0-4651-ad17-7dd68c44410b	KLC1_RP11-73M18.8	chr14	103629210	103697163
6751351a-1c70-4fd7-b160-fdf14947cf69	RP11-477I4.4	chr14	104815448	104816022
7b137ed5-fd18-4376-a0b7-6a18f833fa20	CRIP1_CRIP2	chr14	105474813	105488791
18484f5a-386e-4460-aee9-24a62c6bc193	IGHA1_IGHA2	chr14	105583730	105748266
886ee507-1f90-416e-aacd-66a39337f457	IGHA2	chr14	105583730	105588169
8f035f90-1aed-48b6-b335-30fb7496c1f1	IGHA1_IGHA2	chr14	105583730	105707845
9a27fc93-de39-4d0b-ab85-f7ce811cc784	IGHA1_IGHA2	chr14	105583730	105862134
ad0f3412-a2f5-4887-a290-707828422a14	IGHA1_IGHA2	chr14	105583730	105707845
b4bcc0ad-f11a-4461-abcb-d48afc2c717a	IGHA1_IGHA2_IGHV7-27_IGHV1-69	chr14	105583730	106715181
146ebb36-3982-482f-9ccb-6547805ee250	IGHV3-64D_IGHA2_IGHV3-23	chr14	105586888	106269140
27a8de71-d689-4490-97b9-a37177166101	IGHA2_IGHV3-21	chr14	105586888	106235594
2cc3399d-dfd9-4ac1-b1e8-c69a955c1d0d	IGHV3-11_IGHA2	chr14	105586888	106117204
328b065c-5ae2-4ff5-923e-4908e4e2b571	IGHV3-64D_IGHA2_IGHV3-64	chr14	105586888	106658258
3e1b5c75-c074-4f04-90cd-50427f81edbe	IGHV3-11_IGHA2_IGHV3-23	chr14	105586888	106269140
57b12394-961b-4d87-bca2-771e3e5d4b39	IGHV3-11_IGHA2	chr14	105586888	106117204
5e9c1b53-fe26-4464-8e95-49339f8f43c1	IGHV3-11_IGHA2	chr14	105586888	106117204
73ddc116-2954-4779-99ff-ecdde829bec0	IGHV3-64D_IGHA2_IGHV3-23	chr14	105586888	106269140
75969d9a-5327-4b63-b3cf-d83c1838ae48	IGHV3-11_IGHA2	chr14	105586888	106117204
87739dc8-1287-43a5-a518-a5b506a184f5	IGHA2	chr14	105586888	105864260
bdf87776-1083-4923-8975-c3c20b8a13fa	IGHA1_IGHA2	chr14	105586888	105865550
e4c9a49b-4c72-4819-9bdf-c87ad009b3fc	IGHV1-2_IGHA2	chr14	105586888	105987083
eb188916-d52c-4b2b-95d4-553d346e1942	IGHA2_IGHV3-72	chr14	105586888	106791233
2d1eef01-ab52-40ec-b2f0-bcddd9713834	IGHV3-11_IGHA2_IGHV3-48	chr14	105587137	106538344
d620f16f-03bf-48d5-9714-917ef42a149e	IGHV4-28_IGHV4-59_IGHA2	chr14	105587137	106627715
30562821-23c1-4498-91aa-1dd19f60ee92	IGHV3-64D_IGHA2_IGHV3-23	chr14	105587735	106269140
4655b60a-b9fe-400a-b5a7-7ce4f1cb2094	IGHV3-64D_IGHA2_IGHV3-64	chr14	105587840	106658258
34abfc38-dd22-4d64-858a-0222149fcc6b	IGHA2_IGHV3-72	chr14	105588088	106791233
3e1e0eb1-171f-4650-b790-81ddfcf00a42	IGHE	chr14	105599940	105605169
72cd3b31-1943-410c-87a2-85ac77265521	IGHE	chr14	105599940	105603572
adbbe2c7-53d0-4542-ad49-ba3a0e3d40b6	IGHE	chr14	105599940	105603572
6c0092d1-349f-4930-97c7-1dc34fc1bdcc	IGHG4	chr14	105620505	105625212
38b11029-25f4-45d9-acd3-e143c7eee49c	IGHV1-2_IGHG4_IGHG1	chr14	105624340	105987083
454ff4f2-b77b-4f44-ab23-daa242129df2	IGHG4_IGHV6-1	chr14	105624340	105940253
4772029b-64e1-46aa-a4ea-ab1496b303b5	IGHG4_IGHV1-24	chr14	105624340	106277043
61a41568-58b2-40d0-8c76-c8e9f2db2101	IGHV1-2_IGHG4	chr14	105624340	105987083
b2b4017e-a0b3-40ec-bfbc-96cf890d550e	IGHV2-5_IGHG4	chr14	105624340	106038365
b368d7fd-2a90-4d7d-ab72-90f0c5e9bdbe	IGHG4_IGHG1	chr14	105624340	105862028
b6c3e2a2-64d8-4c7c-8e50-168a267fd859	IGHG4_IGHG1	chr14	105624340	105917978
8d38f986-131f-4af3-9532-8c61e3dc7f62	IGHV1-2_IGHG4	chr14	105625178	105987083
0ccd2f73-07af-4cd6-87b9-d625cfc004fd	COPDA1_IGHG2	chr14	105639558	105648303
8b6e19e9-ec86-46dc-b05a-3500ec6d3fb9	COPDA1_IGHG2	chr14	105639558	105648406
a495f420-52f6-4a62-9b60-182952ce9236	COPDA1_IGHG2	chr14	105639558	105648406
ad5a45ad-04ce-4b73-baf0-139919bc2fe9	COPDA1_IGHG2	chr14	105639558	105648406
f0224284-b99d-4c63-abbf-fa3100cfc237	COPDA1_IGHG2	chr14	105639558	105648406
f7d7ad14-d828-49b6-bc47-a7cc1a8b2c4e	COPDA1_IGHG2	chr14	105639558	105648406
18aee5cb-4d04-48e6-9bcd-b9ec5f0b06d9	IGHG2	chr14	105643067	105775626
2a357fee-bf42-4370-95a9-5f08ef24dc32	COPDA1_IGHG2	chr14	105643067	105648406
37495944-e759-44b5-b714-747ac3286900	COPDA1_IGHG2	chr14	105643067	105648406
3d9f5baf-94d1-4467-ac1f-571f243ef356	IGHA1_IGHG2	chr14	105643067	105708551
3e85126e-a5e5-4800-9855-3dbc94ea9737	IGHG2_IGHV1-24	chr14	105643067	106277043
4ef9f253-9154-484f-add1-562c77c056dd	IGHG2	chr14	105643067	105710731
5cbff2c4-cde3-468e-98a2-a5b48b9f6ca5	IGHV1-2_IGHG2	chr14	105643067	105987083
68fec69e-f24b-49a5-b31c-4ef746d761a9	IGHV3-11_IGHG2	chr14	105643067	106117204
a7b62e9f-3efe-4643-b614-76e65705e1cc	COPDA1_IGHG2	chr14	105643067	105648406
caa40f9c-4f74-4e09-95d0-38068fc22f9b	IGHV3-11_IGHV3-23_IGHG2	chr14	105643067	106269140
d1597a9d-8a21-4c9b-b280-153ab2fe1833	IGHG2_IGHV3-74	chr14	105643067	106810963
d5141121-07dc-45e9-b142-af7ddb88cd20	IGHV1-2_IGHG2	chr14	105643067	105987083
ef327c11-e256-4e32-a572-75cf8832e032	IGHG2	chr14	105643067	105644587
1becb9d9-0390-4560-aba1-23b4b9a0d0d0	IGHG1_IGHG2	chr14	105643282	105747991
c3c12fcd-268c-4cde-bd5e-49944d69c4ca	IGHG2_IGHV3-53	chr14	105643628	106593183
